GID,idx_crime
라라588866,2978.266
라라588867,48.265
라라588911,2589.485
라라588912,12842.136
라라588913,3624.44
라라588914,256.089
라라588915,7425.496
라라588916,3440.224
라라588917,2746.719
라라589862,579.319
라라589864,4846.529
라라589865,239.303
라라589875,199.753
라라589876,1099.897
라라589878,699.122
라라589910,421.044
라라589911,6687.905
라라589912,7903.806
라라589914,1790.751
라라589915,5530.909
라라589916,1451.078
라라589917,2281.184
라라589918,2606.166
라라589919,1376.032
라라590863,2396.838
라라590865,6171.598
라라590866,1440.755
라라590867,55.718
라라590870,4197.831
라라590872,4.166
라라590873,3741.872
라라590874,4277.14
라라590875,1252.921
라라590877,11.87
라라590878,5539.028
라라590879,2241.792
라라590910,5366.096
라라590911,4568.781
라라590912,2784.841
라라590914,1384.127
라라590915,3720.221
라라590916,817.94
라라590919,3870.987
라라590920,5998.213
라라591864,2345.799
라라591865,6692.417
라라591868,9464.789
라라591869,693.349
라라591872,214.814
라라591873,4355.764
라라591874,3323.512
라라591878,203.791
라라591910,724.162
라라591911,47.494
라라591913,670.859
라라591917,6783.028
라라591918,2011.365
라라591919,1522.385
라라591920,3070.465
라라592865,1734.156
라라592866,2870.672
라라592868,2843.014
라라592872,2163.858
라라592874,82.794
라라592913,2628.25
라라592917,1725.403
라라592918,7497.729
라라592919,1062.287
라라592922,1365.008
라라592923,2401.009
라라593850,924.872
라라593851,126.401
라라593868,160.208
라라593869,1092.292
라라593874,4337.102
라라593917,1823.935
라라593918,3866.805
라라594870,4248.44
라라594871,5361.78
라라594872,695.689
라라594873,797.792
라라594874,354.584
라라595868,1232.734
라라595870,4331.811
라라595871,6759.02
라라595873,609.442
라라596870,844.966
라라596871,1152.345
라라596902,1847.21
라라596965,285.16
라라599935,2358.399
라라600935,2733.451
라라600936,922.207
라라601862,305.243
라라601863,5542.215
라라602863,1750.441
라라603857,2733.932
라라603858,4326.895
라라603859,1587.834
라라603861,4417.245
라라603862,3284.789
라라604857,3585.281
라라604858,5668.573
라라604860,5115.251
라라604861,6082.217
라라604862,2365.938
라라604864,1571.589
라라605857,664.791
라라605858,2613.115
라라605859,341.221
라라605860,6829.415
라라605861,2562.541
라라605862,1484.817
라라606857,1211.028
라라606858,6412.237
라라606862,99.972
라라607839,3691.618
라라607840,624.879
라라607856,355.853
라라607862,287.235
라라607863,1591.655
라라607975,2264.307
라라608839,682.108
라라608861,189.164
라라608862,2412.011
라라608863,6277.268
라라608964,1278.432
라라608965,5109.714
라라608966,62.711
라라609861,5480.217
라라609862,404.242
라라609863,28.874
라라609963,2746.315
라라610861,1624.221
라라612844,832.042
라라614843,331.837
라라614844,2821.758
라라620823,2658.21
라라621839,629.887
라라621973,2465.653
라라621974,190.581
라라622839,417.119
라라622840,1752.189
라라622924,3207.676
라라622925,281.413
라라623925,132.344
라라626774,232.913
라라626775,1279.255
라라632859,841.992
라라634821,10.289
라라634935,2116.732
라라635930,1486.644
라라636821,1822.245
라라645909,778.714
라라645910,966.377
라라646908,2001.354
라라655875,2084.815
라라656938,1430.432
라라657938,2698.683
라라658938,69.61
라라664813,1872.247
라라685935,2375.806
라라686935,4322.046
라라690913,94.504
라라694884,192.632
라라695883,5729.346
라라706864,4420.512
라라706865,4258.18
라라706866,5847.698
라라707864,8179.254
라라707865,7093.284
라라708865,4128.531
라라709863,67.571
라라709865,3857.866
라라710863,6354.291
라라711863,2676.784
라라711864,1116.334
라라712864,5293.105
라라712865,1113.1
라라713864,7298.866
라라713865,3331.332
라라714863,2139.522
라라714864,6200.55
라라715866,1745.993
라라716862,123.502
라라716863,1702.033
라라716866,1080.68
라라721861,2799.355
라라722862,137.708
라라727849,843.64
라라727850,1665.742
라라728859,1399.514
라라741851,1885.314
라라742850,673.217
라라742851,758.705
라라755878,972.104
라라758889,1264.71
라라759868,230.316
라마577009,2267.39
