gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de,geometry
100556,19438,어린이보호,경상남도 진주시청,경상남도 진주시 진양호로51번길 16 (판문동),128.045322,35.168582,2,200,2022-11-21,POINT (128.045322 35.168582)
100557,19439,어린이보호,경상남도 진주시청,경상남도 진주시 남강로 33 (평거동),128.03974,35.165265,4,200,2022-11-21,POINT (128.03974 35.165265)
100558,19440,어린이보호,경상남도 진주시청,경상남도 진주시 평거로 294 (이현동),128.061917,35.193194,2,200,2022-11-21,POINT (128.061917 35.193194)
100559,19441,어린이보호,경상남도 진주시청,경상남도 진주시 나불로21번길 106 (이현동),128.047334,35.20229,2,200,2022-11-21,POINT (128.047334 35.20229)
100560,19442,어린이보호,경상남도 진주시청,경상남도 진주시 평거로 259 (이현동),128.062904,35.190334,2,200,2022-11-21,POINT (128.062904 35.190334)
100561,19443,어린이보호,경상남도 진주시청,경상남도 진주시 서장대로185번길 15 (이현동),128.056566,35.188976,4,200,2022-11-21,POINT (128.056566 35.188976)
100562,19444,어린이보호,경상남도 진주시청,경상남도 진주시 평거로 82 (신안동),128.068263,35.176617,3,200,2022-11-21,POINT (128.068263 35.176617)
100563,19445,어린이보호,경상남도 진주시청,경상남도 진주시 석갑로 28 (신안동),128.067683,35.175748,4,200,2022-11-21,POINT (128.067683 35.175748)
100564,19446,시설물관리,경상남도 진주시청,경상남도 진주시 공단로 255 (상평동),128.128144,35.176359,3,200,2022-11-21,POINT (128.128144 35.176359)
100565,19447,시설물관리,경상남도 진주시청,경상남도 진주시 동진로 347 (상대동),128.129298,35.180768,3,200,2022-11-21,POINT (128.129298 35.180768)
100566,19448,시설물관리,경상남도 진주시청,경상남도 진주시 남강로1385번길 7 (상대동),128.12784,35.184236,2,200,2022-11-21,POINT (128.12784 35.184236)
100567,19449,시설물관리,경상남도 진주시청,,128.125256,35.184106,3,200,2022-11-21,POINT (128.125256 35.184106)
100568,19450,교통정보수집,경상남도 진주시청,,128.143385,35.180295,1,200,2022-11-21,POINT (128.143385 35.180295)
100569,19451,교통정보수집,경상남도 진주시청,"경상남도 진주시 에나로175번길 12 (충무공동, 혁신도시중흥에스-클래스센트럴시티3단지)",128.14494,35.174591,3,200,2022-11-21,POINT (128.14494 35.174591)
100570,19452,교통정보수집,경상남도 진주시청,"경상남도 진주시 충의로 146 (충무공동, 혁신도시중흥에스-클래스더퍼스트)",128.13639,35.167097,4,200,2022-11-21,POINT (128.13639 35.167097)
100571,19453,생활방범,경상남도 진주시청,경상남도 진주시 진주대로1040번길 5-1 (동성동),128.085233,35.192741,3,200,2022-11-21,POINT (128.085233 35.192741)
100572,19454,생활방범,경상남도 진주시청,경상남도 진주시 진양호로532번길 8 (동성동),128.083699,35.192549,3,200,2022-11-21,POINT (128.083699 35.192549)
100573,19455,생활방범,경상남도 진주시청,경상남도 진주시 남강로659번길 16 (동성동),128.08341,35.192267,2,200,2022-11-21,POINT (128.08341 35.192267)
100574,19456,차량방범,경상남도 진주시청,경상남도 진주시 남강로 647 (본성동),128.083005,35.191,3,200,2022-11-21,POINT (128.083005 35.191)
100575,19457,생활방범,경상남도 진주시청,경상남도 진주시 진양호로 512 (본성동),128.081855,35.19231,4,200,2022-11-21,POINT (128.081855 35.19231)
100576,19458,생활방범,경상남도 진주시청,,128.08038,35.190996,2,200,2022-11-21,POINT (128.08038 35.190996)
100577,19459,생활방범,경상남도 진주시청,경상남도 진주시 남강로633번길 10-1 (본성동),128.080669,35.191445,2,200,2022-11-21,POINT (128.080669 35.191445)
100578,19460,생활방범,경상남도 진주시청,경상남도 진주시 진양호로 484 (남성동),128.078552,35.191257,4,200,2022-11-21,POINT (128.078552 35.191257)
100579,19461,생활방범,경상남도 진주시청,,128.079253,35.190757,1,200,2022-11-21,POINT (128.079253 35.190757)
100580,19462,생활방범,경상남도 진주시청,,128.078969,35.19051,2,200,2022-11-21,POINT (128.078969 35.19051)
100581,19463,재난재해,경상남도 진주시청,,128.118613,35.180428,4,200,2022-11-21,POINT (128.118613 35.180428)
100582,19464,재난재해,경상남도 진주시청,,128.081692,35.193468,2,200,2022-11-21,POINT (128.081692 35.193468)
100583,19465,재난재해,경상남도 진주시청,,128.085707,35.182966,2,200,2022-11-21,POINT (128.085707 35.182966)
100584,19466,재난재해,경상남도 진주시청,,128.077086,35.17505,2,200,2022-11-21,POINT (128.077086 35.17505)
100585,19467,생활방범,경상남도 진주시청,경상남도 진주시 도동로215번길 11 (하대동),128.120941,35.189544,2,200,2022-11-21,POINT (128.120941 35.189544)
100586,19468,생활방범,경상남도 진주시청,경상남도 진주시 진주대로 849-4 (주약동),128.091851,35.176433,3,200,2022-11-21,POINT (128.091851 35.176433)
100587,19469,생활방범,경상남도 진주시청,,128.062711,35.168496,2,200,2022-11-21,POINT (128.062711 35.168496)
100588,19470,생활방범,경상남도 진주시청,,128.062913,35.168615,1,200,2022-11-21,POINT (128.062913 35.168615)
100589,19471,생활방범,경상남도 진주시청,경상남도 진주시 새들말로68번길 11-5 (평거동),128.062613,35.168416,2,200,2022-11-21,POINT (128.062613 35.168416)
100699,19581,생활방범,경상남도 진주시청,경상남도 진주시 진양호로 553 (대안동),128.085748,35.193677,1,200,2022-11-21,POINT (128.085748 35.193677)
100700,19582,생활방범,경상남도 진주시청,경상남도 진주시 진양호로626번길 14 (옥봉동),128.091085,35.191913,3,200,2022-11-21,POINT (128.091085 35.191913)
100701,19583,생활방범,경상남도 진주시청,"경상남도 진주시 진산로 20 (옥봉동, 진주옥봉엘에이치아파트)",128.094727,35.193168,2,200,2022-11-21,POINT (128.094727 35.193168)
100702,19584,생활방범,경상남도 진주시청,"경상남도 진주시 진산로 20 (옥봉동, 진주옥봉엘에이치아파트)",128.092539,35.193443,2,200,2022-11-21,POINT (128.092539 35.193443)
100703,19585,생활방범,경상남도 진주시청,경상남도 진주시 의병로250번길 3 (봉래동),128.085619,35.19944,2,200,2022-11-21,POINT (128.085619 35.19944)
100704,19586,생활방범,경상남도 진주시청,경상남도 진주시 비봉로 79 (상봉동),128.079722,35.19797,2,200,2022-11-21,POINT (128.079722 35.19797)
100705,19587,생활방범,경상남도 진주시청,,128.069741,35.191676,4,200,2022-11-21,POINT (128.069741 35.191676)
100706,19588,생활방범,경상남도 진주시청,경상남도 진주시 진양호로428번길 8 (인사동),128.073648,35.188986,3,200,2022-11-21,POINT (128.073648 35.188986)
100707,19589,생활방범,경상남도 진주시청,경상남도 진주시 비봉로74번길 9 (계동),128.080537,35.197462,2,200,2022-11-21,POINT (128.080537 35.197462)
100708,19590,생활방범,경상남도 진주시청,경상남도 진주시 비봉로 12-5 (본성동),128.082398,35.191963,2,200,2022-11-21,POINT (128.082398 35.191963)
100709,19591,생활방범,경상남도 진주시청,경상남도 진주시 창렬로2번길 17 (인사동),128.073556,35.191331,3,200,2022-11-21,POINT (128.073556 35.191331)
100710,19592,생활방범,경상남도 진주시청,경상남도 진주시 촉석로185번길 8-1 (평안동),128.082147,35.19598,2,200,2022-11-21,POINT (128.082147 35.19598)
100711,19593,생활방범,경상남도 진주시청,경상남도 진주시 촉석로85번길 6-1 (봉곡동),128.0719,35.192565,2,200,2022-11-21,POINT (128.0719 35.192565)
100712,19594,생활방범,경상남도 진주시청,경상남도 진주시 촉석로177번길 13 (계동),128.08105,35.196061,2,200,2022-11-21,POINT (128.08105 35.196061)
100713,19595,생활방범,경상남도 진주시청,경상남도 진주시 촉석로98번길 6 (인사동),128.073179,35.19213,2,200,2022-11-21,POINT (128.073179 35.19213)
100714,19596,생활방범,경상남도 진주시청,경상남도 진주시 창렬로43번길 6 (인사동),128.069802,35.19211,3,200,2022-11-21,POINT (128.069802 35.19211)
100715,19597,생활방범,경상남도 진주시청,경상남도 진주시 남강로651번길 5 (본성동),128.08271,35.191339,2,200,2022-11-21,POINT (128.08271 35.191339)
100716,19598,생활방범,경상남도 진주시청,경상남도 진주시 진주대로 1184 (봉곡동),128.073693,35.194972,3,200,2022-11-21,POINT (128.073693 35.194972)
100717,19599,생활방범,경상남도 진주시청,,128.074584,35.192929,2,200,2022-11-21,POINT (128.074584 35.192929)
100718,19600,생활방범,경상남도 진주시청,,128.075387,35.192706,2,200,2022-11-21,POINT (128.075387 35.192706)
100719,19601,생활방범,경상남도 진주시청,경상남도 진주시 강남로151번길 9 (칠암동),128.095799,35.182307,2,200,2022-11-21,POINT (128.095799 35.182307)
100720,19602,생활방범,경상남도 진주시청,경상남도 진주시 강남로247번길 9 (칠암동),128.090211,35.187726,2,200,2022-11-21,POINT (128.090211 35.187726)
100721,19603,생활방범,경상남도 진주시청,경상남도 진주시 강남로95번길 24 (칠암동),128.081843,35.186885,3,200,2022-11-21,POINT (128.081843 35.186885)
100722,19604,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 뿌리산단로 67,128.103974,35.11207,4,200,2022-11-21,POINT (128.103974 35.11207)
100723,19605,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 뿌리산단로 87,128.10545,35.112308,4,200,2022-11-21,POINT (128.10545 35.112308)
100724,19606,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 뿌리산단로 121,128.108087,35.112281,3,200,2022-11-21,POINT (128.108087 35.112281)
100725,19607,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 뿌리산단로15번길 55,128.105137,35.113563,4,200,2022-11-21,POINT (128.105137 35.113563)
100726,19608,시설물관리,경상남도 진주시청,,128.109278,35.113801,3,200,2022-11-21,POINT (128.109278 35.113801)
100727,19609,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 연꽃로 81,128.107079,35.114992,1,200,2022-11-21,POINT (128.107079 35.114992)
100728,19610,시설물관리,경상남도 진주시청,,128.106951,35.115487,1,200,2022-11-21,POINT (128.106951 35.115487)
100729,19611,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 뿌리산단로 2,128.101454,35.116275,1,200,2022-11-21,POINT (128.101454 35.116275)
100730,19612,시설물관리,경상남도 진주시청,,128.096965,35.115304,4,200,2022-11-21,POINT (128.096965 35.115304)
100731,19613,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 강주길43번길 35-1,128.096727,35.116422,4,200,2022-11-21,POINT (128.096727 35.116422)
100732,19614,생활방범,경상남도 진주시청,경상남도 진주시 진주대로942번길 8-8 (칠암동),128.089599,35.184544,2,200,2022-11-21,POINT (128.089599 35.184544)
100733,19615,생활방범,경상남도 진주시청,경상남도 진주시 창렬로 47 (인사동),128.070344,35.192926,2,200,2022-11-21,POINT (128.070344 35.192926)
100734,19616,생활방범,경상남도 진주시청,경상남도 진주시 창렬로 47 (인사동),128.07,35.192984,2,200,2022-11-21,POINT (128.07 35.192984)
100735,19617,생활방범,경상남도 진주시청,,128.089931,35.199145,1,200,2022-11-21,POINT (128.089931 35.199145)
100736,19618,어린이보호,경상남도 진주시청,경상남도 진주시 말티고개로123번길 19 (초전동),128.115777,35.198617,2,200,2022-11-21,POINT (128.115777 35.198617)
100737,19619,어린이보호,경상남도 진주시청,경상남도 진주시 말티고개로123번길 19 (초전동),128.114241,35.198471,1,200,2022-11-21,POINT (128.114241 35.198471)
100738,19620,어린이보호,경상남도 진주시청,경상남도 진주시 말티고개로123번길 19 (초전동),128.114489,35.196699,2,200,2022-11-21,POINT (128.114489 35.196699)
100739,19621,어린이보호,경상남도 진주시청,경상남도 진주시 초전북로62번길 9 (초전동),128.113625,35.208537,2,200,2022-11-21,POINT (128.113625 35.208537)
100740,19622,어린이보호,경상남도 진주시청,경상남도 진주시 초전북로62번길 9 (초전동),128.114013,35.207118,2,200,2022-11-21,POINT (128.114013 35.207118)
100741,19623,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.100082,35.174881,1,200,2022-11-21,POINT (128.100082 35.174881)
100742,19624,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.100537,35.173763,2,200,2022-11-21,POINT (128.100537 35.173763)
100743,19625,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.100607,35.173888,1,200,2022-11-21,POINT (128.100607 35.173888)
100744,19626,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.102107,35.175038,2,200,2022-11-21,POINT (128.102107 35.175038)
100745,19627,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.124999,35.187914,2,200,2022-11-21,POINT (128.124999 35.187914)
100746,19628,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.123725,35.187859,1,200,2022-11-21,POINT (128.123725 35.187859)
100747,19629,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.124999,35.187914,1,200,2022-11-21,POINT (128.124999 35.187914)
100748,19630,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.123639,35.186531,1,200,2022-11-21,POINT (128.123639 35.186531)
100749,19631,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.123857,35.186767,2,200,2022-11-21,POINT (128.123857 35.186767)
100750,19632,어린이보호,경상남도 진주시청,경상남도 진주시 하대로105번길 26 (초전동),128.125643,35.19409,1,200,2022-11-21,POINT (128.125643 35.19409)
100751,19633,어린이보호,경상남도 진주시청,경상남도 진주시 하대로105번길 26 (초전동),128.125739,35.194163,1,200,2022-11-21,POINT (128.125739 35.194163)
100752,19634,어린이보호,경상남도 진주시청,경상남도 진주시 하대로105번길 26 (초전동),128.123157,35.19366,1,200,2022-11-21,POINT (128.123157 35.19366)
100753,19635,어린이보호,경상남도 진주시청,경상남도 진주시 도동로171번길 24 (하대동),128.119985,35.1860424,1,200,2022-11-21,POINT (128.119985 35.1860424)
100754,19636,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.117148,35.188563,1,200,2022-11-21,POINT (128.117148 35.188563)
100755,19637,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.118631,35.190063,2,200,2022-11-21,POINT (128.118631 35.190063)
100756,19638,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.117597,35.188867,2,200,2022-11-21,POINT (128.117597 35.188867)
100757,19639,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.117065,35.190265,1,200,2022-11-21,POINT (128.117065 35.190265)
100758,19640,어린이보호,경상남도 진주시청,경상남도 진주시 동진로263번길 14 (상대동),128.119993,35.181339,1,200,2022-11-21,POINT (128.119993 35.181339)
100759,19641,어린이보호,경상남도 진주시청,경상남도 진주시 모덕로 99 (상대동),128.108281,35.183581,1,200,2022-11-21,POINT (128.108281 35.183581)
100760,19642,어린이보호,경상남도 진주시청,경상남도 진주시 모덕로 99 (상대동),128.109164,35.184407,2,200,2022-11-21,POINT (128.109164 35.184407)
100761,19643,어린이보호,경상남도 진주시청,경상남도 진주시 모덕로 99 (상대동),128.107595,35.182555,2,200,2022-11-21,POINT (128.107595 35.182555)
100762,19644,어린이보호,경상남도 진주시청,,128.071709,35.199451,2,200,2022-11-21,POINT (128.071709 35.199451)
100763,19645,어린이보호,경상남도 진주시청,경상남도 진주시 창렬로 123 (상봉동),128.071528,35.199884,1,200,2022-11-21,POINT (128.071528 35.199884)
100764,19646,어린이보호,경상남도 진주시청,경상남도 진주시 의병로 79 (상봉동),128.069122,35.199893,1,200,2022-11-21,POINT (128.069122 35.199893)
100874,19756,교통정보수집,경상남도 진주시청,,128.139933,35.161013,2,200,2022-11-21,POINT (128.139933 35.161013)
100875,19757,교통정보수집,경상남도 진주시청,,128.097354,35.118455,1,200,2022-11-21,POINT (128.097354 35.118455)
100876,19758,생활방범,경상남도 진주시청,,128.100779,35.179475,1,200,2022-11-21,POINT (128.100779 35.179475)
100877,19759,생활방범,경상남도 진주시청,,128.06728,35.19641,1,200,2022-11-21,POINT (128.06728 35.19641)
100878,19760,생활방범,경상남도 진주시청,,128.06714,35.19406,1,200,2022-11-21,POINT (128.06714 35.19406)
100879,19761,생활방범,경상남도 진주시청,경상남도 진주시 석갑로168번길 9-1 (이현동),128.06489,35.18491,3,200,2022-11-21,POINT (128.06489 35.18491)
100880,19762,생활방범,경상남도 진주시청,경상남도 진주시 대신로109번길 8 (상평동),128.11743,35.17007,2,200,2022-11-21,POINT (128.11743 35.17007)
100881,19763,생활방범,경상남도 진주시청,,128.13028,35.22118,2,200,2022-11-21,POINT (128.13028 35.22118)
100882,19764,생활방범,경상남도 진주시청,,128.13013,35.22131,3,200,2022-11-21,POINT (128.13013 35.22131)
100883,19765,생활방범,경상남도 진주시청,,128.18882,35.08859,1,200,2022-11-21,POINT (128.18882 35.08859)
100884,19766,생활방범,경상남도 진주시청,,128.18893,35.0897,2,200,2022-11-21,POINT (128.18893 35.0897)
100885,19767,생활방범,경상남도 진주시청,,128.1886,35.09254,2,200,2022-11-21,POINT (128.1886 35.09254)
100886,19768,생활방범,경상남도 진주시청,,128.18849,35.09455,1,200,2022-11-21,POINT (128.18849 35.09455)
100887,19769,생활방범,경상남도 진주시청,,128.09804,35.1225,3,200,2022-11-21,POINT (128.09804 35.1225)
100888,19770,어린이보호,경상남도 진주시청,,128.06671,35.18435,3,200,2022-11-21,POINT (128.06671 35.18435)
100889,19771,어린이보호,경상남도 진주시청,,128.06759,35.18401,3,200,2022-11-21,POINT (128.06759 35.18401)
100890,19772,생활방범,경상남도 진주시청,경상남도 진주시 도동로 233 (하대동),128.12198,35.19111,3,200,2022-11-21,POINT (128.12198 35.19111)
100891,19773,생활방범,경상남도 진주시청,경상남도 진주시 의곡길8번길 5-4 (평안동),128.08292,35.19835,3,200,2022-11-21,POINT (128.08292 35.19835)
100892,19774,생활방범,경상남도 진주시청,경상남도 진주시 진주성로 77 (봉곡동),128.07597,35.19643,2,200,2022-11-21,POINT (128.07597 35.19643)
100893,19775,생활방범,경상남도 진주시청,경상남도 진주시 진주성로 77 (봉곡동),128.07628,35.19648,2,200,2022-11-21,POINT (128.07628 35.19648)
100894,19776,생활방범,경상남도 진주시청,경상남도 진주시 비봉로 43 (중안동),128.08055,35.19464,4,200,2022-11-21,POINT (128.08055 35.19464)
100895,19777,차량방범,경상남도 진주시청,,128.046337,35.186464,2,200,2022-11-21,POINT (128.046337 35.186464)
100896,19778,차량방범,경상남도 진주시청,,128.04661,35.186604,2,200,2022-11-21,POINT (128.04661 35.186604)
100897,19779,차량방범,경상남도 진주시청,,128.055641,35.201026,1,200,2022-11-21,POINT (128.055641 35.201026)
100898,19780,차량방범,경상남도 진주시청,,128.054883,35.211554,2,200,2022-11-21,POINT (128.054883 35.211554)
100899,19781,차량방범,경상남도 진주시청,"경상남도 진주시 평거로115번길 5 (신안동, 평거1차현대아파트)",128.067505,35.180402,3,200,2022-11-21,POINT (128.067505 35.180402)
100900,19782,차량방범,경상남도 진주시청,경상남도 진주시 남강로 505 (신안동),128.074054,35.182922,3,200,2022-11-21,POINT (128.074054 35.182922)
100901,19783,차량방범,경상남도 진주시청,경상남도 진주시 진양호로 381 (신안동),128.069723,35.186767,1,200,2022-11-21,POINT (128.069723 35.186767)
100902,19784,차량방범,경상남도 진주시청,경상남도 진주시 진양호로 228 (평거동),128.061052,35.174329,1,200,2022-11-21,POINT (128.061052 35.174329)
100903,19785,차량방범,경상남도 진주시청,경상남도 진주시 남강로 58 (평거동),128.038417,35.162056,2,200,2022-11-21,POINT (128.038417 35.162056)
100904,19786,차량방범,경상남도 진주시청,,128.115599,35.21194,4,200,2022-11-21,POINT (128.115599 35.21194)
100905,19787,차량방범,경상남도 진주시청,경상남도 진주시 대신로 434 (초전동),128.116451,35.199233,4,200,2022-11-21,POINT (128.116451 35.199233)
100906,19788,차량방범,경상남도 진주시청,,128.113248,35.213787,2,200,2022-11-21,POINT (128.113248 35.213787)
100907,19789,차량방범,경상남도 진주시청,,128.127675,35.196716,3,200,2022-11-21,POINT (128.127675 35.196716)
100908,19790,차량방범,경상남도 진주시청,,128.100589,35.199893,1,200,2022-11-21,POINT (128.100589 35.199893)
100909,19791,차량방범,경상남도 진주시청,,128.101757,35.199971,1,200,2022-11-21,POINT (128.101757 35.199971)
100910,19792,차량방범,경상남도 진주시청,,128.12309,35.212452,2,200,2022-11-21,POINT (128.12309 35.212452)
100911,19793,어린이보호,경상남도 진주시청,경상남도 진주시 평거로139번길 8 (신안동),128.068186,35.183031,2,200,2022-11-21,POINT (128.068186 35.183031)
100912,19794,어린이보호,경상남도 진주시청,경상남도 진주시 평거로139번길 8 (신안동),128.068562,35.181828,2,200,2022-11-21,POINT (128.068562 35.181828)
100913,19795,어린이보호,경상남도 진주시청,경상남도 진주시 진양호로369번길 3 (신안동),128.066864,35.184307,1,200,2022-11-21,POINT (128.066864 35.184307)
100914,19796,어린이보호,경상남도 진주시청,경상남도 진주시 진양호로369번길 3 (신안동),128.068305,35.18667,3,200,2022-11-21,POINT (128.068305 35.18667)
100915,19797,어린이보호,경상남도 진주시청,경상남도 진주시 신평공원길57번길 19 (평거동),128.065563,35.174209,1,200,2022-11-21,POINT (128.065563 35.174209)
100916,19798,어린이보호,경상남도 진주시청,경상남도 진주시 신평공원길57번길 19 (평거동),128.067104,35.174308,3,200,2022-11-21,POINT (128.067104 35.174308)
100917,19799,어린이보호,경상남도 진주시청,경상남도 진주시 초북로 66 (초전동),128.110745,35.214313,3,200,2022-11-21,POINT (128.110745 35.214313)
100918,19800,어린이보호,경상남도 진주시청,경상남도 진주시 초북로 66 (초전동),128.10952,35.214352,2,200,2022-11-21,POINT (128.10952 35.214352)
100919,19801,어린이보호,경상남도 진주시청,경상남도 진주시 말티고개로123번길 19 (초전동),128.114381,35.197863,2,200,2022-11-21,POINT (128.114381 35.197863)
100920,19802,어린이보호,경상남도 진주시청,경상남도 진주시 말티고개로123번길 19 (초전동),128.115627,35.198115,2,200,2022-11-21,POINT (128.115627 35.198115)
100921,19803,어린이보호,경상남도 진주시청,경상남도 진주시 초전북로62번길 9 (초전동),128.113989,35.208239,2,200,2022-11-21,POINT (128.113989 35.208239)
100922,19804,어린이보호,경상남도 진주시청,경상남도 진주시 초전북로62번길 9 (초전동),128.113799,35.208234,4,200,2022-11-21,POINT (128.113799 35.208234)
100923,19805,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.101407,35.172787,2,200,2022-11-21,POINT (128.101407 35.172787)
100924,19806,어린이보호,경상남도 진주시청,경상남도 진주시 남강로959번길 22 (상평동),128.102065,35.174051,2,200,2022-11-21,POINT (128.102065 35.174051)
100925,19807,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.12341,35.187319,3,200,2022-11-21,POINT (128.12341 35.187319)
100926,19808,어린이보호,경상남도 진주시청,경상남도 진주시 도동로184번길 13 (하대동),128.125009,35.186911,4,200,2022-11-21,POINT (128.125009 35.186911)
100927,19809,어린이보호,경상남도 진주시청,경상남도 진주시 하대로105번길 26 (초전동),128.123157,35.19366,4,200,2022-11-21,POINT (128.123157 35.19366)
100928,19810,어린이보호,경상남도 진주시청,경상남도 진주시 하대로105번길 26 (초전동),128.123049,35.195967,4,200,2022-11-21,POINT (128.123049 35.195967)
100929,19811,어린이보호,경상남도 진주시청,경상남도 진주시 도동로171번길 24 (하대동),128.119447,35.186543,5,200,2022-11-21,POINT (128.119447 35.186543)
100930,19812,어린이보호,경상남도 진주시청,경상남도 진주시 도동로171번길 24 (하대동),128.119713,35.185627,5,200,2022-11-21,POINT (128.119713 35.185627)
100931,19813,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.11833,35.190149,3,200,2022-11-21,POINT (128.11833 35.190149)
100932,19814,어린이보호,경상남도 진주시청,경상남도 진주시 대신로 324 (하대동),128.117075,35.189346,2,200,2022-11-21,POINT (128.117075 35.189346)
100933,19815,어린이보호,경상남도 진주시청,경상남도 진주시 하대로26번길 33 (하대동),128.112583,35.195433,5,200,2022-11-21,POINT (128.112583 35.195433)
100934,19816,어린이보호,경상남도 진주시청,경상남도 진주시 동진로263번길 14 (상대동),128.120041,35.181197,4,200,2022-11-21,POINT (128.120041 35.181197)
100935,19817,어린이보호,경상남도 진주시청,경상남도 진주시 모덕로 99 (상대동),128.110161,35.183756,3,200,2022-11-21,POINT (128.110161 35.183756)
100936,19818,어린이보호,경상남도 진주시청,경상남도 진주시 모덕로 99 (상대동),128.109236,35.182703,2,200,2022-11-21,POINT (128.109236 35.182703)
100937,19819,어린이보호,경상남도 진주시청,경상남도 진주시 북장대로85번길 11 (상봉동),128.071258,35.19744,5,200,2022-11-21,POINT (128.071258 35.19744)
100938,19820,어린이보호,경상남도 진주시청,,128.071464,35.200076,2,200,2022-11-21,POINT (128.071464 35.200076)
100939,19821,어린이보호,경상남도 진주시청,,128.070604,35.199832,3,200,2022-11-21,POINT (128.070604 35.199832)
100940,19822,생활방범,경상남도 진주시청,,128.090002,35.199023,1,200,2022-11-21,POINT (128.090002 35.199023)
100941,19823,생활방범,경상남도 진주시청,,128.090169,35.199241,2,200,2022-11-21,POINT (128.090169 35.199241)
100942,19824,생활방범,경상남도 진주시청,"경상남도 진주시 모덕로181번길 18 (상대동, 진주주택)",128.11431,35.18842,2,200,2022-11-21,POINT (128.11431 35.18842)
100943,19825,생활방범,경상남도 진주시청,"경상남도 진주시 모덕로181번길 18 (상대동, 진주주택)",128.114049,35.188328,1,200,2022-11-21,POINT (128.114049 35.188328)
101020,19902,생활방범,경상남도 진주시청,,128.060714,35.178933,2,200,2022-11-21,POINT (128.060714 35.178933)
101021,19903,생활방범,경상남도 진주시청,경상남도 진주시 수곡면 사곡로128번길 20,127.922562,35.215785,2,200,2022-11-21,POINT (127.922562 35.215785)
101022,19904,생활방범,경상남도 진주시청,경상남도 진주시 큰들로150번길 5 (상평동),128.119286,35.170132,4,200,2022-11-21,POINT (128.119286 35.170132)
101023,19905,생활방범,경상남도 진주시청,경상남도 진주시 도동로 58 (상평동),128.125736,35.174411,3,200,2022-11-21,POINT (128.125736 35.174411)
101024,19906,생활방범,경상남도 진주시청,경상남도 진주시 도동로 15 (상평동),128.123056,35.171582,2,200,2022-11-21,POINT (128.123056 35.171582)
101025,19907,생활방범,경상남도 진주시청,경상남도 진주시 도동로 16 (상평동),128.123278,35.171745,2,200,2022-11-21,POINT (128.123278 35.171745)
101026,19908,생활방범,경상남도 진주시청,경상남도 진주시 공단로44번길 14 (상평동),128.104664,35.174127,4,200,2022-11-21,POINT (128.104664 35.174127)
101027,19909,생활방범,경상남도 진주시청,경상남도 진주시 북장대로81번길 22 (상봉동),128.070258,35.196664,4,200,2022-11-21,POINT (128.070258 35.196664)
101028,19910,생활방범,경상남도 진주시청,경상남도 진주시 창렬로149번길 13 (상봉동),128.07305,35.20015,4,200,2022-11-21,POINT (128.07305 35.20015)
101029,19911,생활방범,경상남도 진주시청,"경상남도 진주시 동진로119번길 11 (상대동, 송학맨션)",128.10427,35.180057,2,200,2022-11-21,POINT (128.10427 35.180057)
101030,19912,생활방범,경상남도 진주시청,경상남도 진주시 동진로119번길 10-2 (상대동),128.104386,35.180126,2,200,2022-11-21,POINT (128.104386 35.180126)
101031,19913,생활방범,경상남도 진주시청,경상남도 진주시 사봉면 사군로55번길 15,128.085596,35.239554,3,200,2022-11-21,POINT (128.085596 35.239554)
101032,19914,생활방범,경상남도 진주시청,경상남도 진주시 촉석로149번길 7 (봉곡동),128.078279,35.19512,2,200,2022-11-21,POINT (128.078279 35.19512)
101033,19915,생활방범,경상남도 진주시청,경상남도 진주시 촉석로145번길 10 (봉곡동),128.077922,35.195015,3,200,2022-11-21,POINT (128.077922 35.195015)
101034,19916,생활방범,경상남도 진주시청,,128.11458,35.271875,2,200,2022-11-21,POINT (128.11458 35.271875)
