gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de,geometry
101345,20227,어린이보호,경상남도 진주시청,경상남도 진주시 북장대로36번길 8 (봉곡동),128.074163,35.193374,4,200,2022-11-21,POINT (128.074163 35.193374)
101346,20228,어린이보호,경상남도 진주시청,경상남도 진주시 북장대로36번길 8 (봉곡동),128.074513,35.193534,4,200,2022-11-21,POINT (128.074513 35.193534)
101347,20229,어린이보호,경상남도 진주시청,,128.091432,35.171878,3,200,2022-11-21,POINT (128.091432 35.171878)
101348,20230,어린이보호,경상남도 진주시청,,128.092323,35.173187,2,200,2022-11-21,POINT (128.092323 35.173187)
101349,20231,어린이보호,경상남도 진주시청,경상남도 진주시 진주대로954번길 24 (칠암동),128.091918,35.186253,2,200,2022-11-21,POINT (128.091918 35.186253)
101350,20232,어린이보호,경상남도 진주시청,경상남도 진주시 진주대로954번길 24 (칠암동),128.090358,35.18593,1,200,2022-11-21,POINT (128.090358 35.18593)
101351,20233,어린이보호,경상남도 진주시청,경상남도 진주시 망경남길 5-3 (망경동),128.084805,35.180315,3,200,2022-11-21,POINT (128.084805 35.180315)
101352,20234,어린이보호,경상남도 진주시청,경상남도 진주시 천수로 175 (망경동),128.083913,35.179966,3,200,2022-11-21,POINT (128.083913 35.179966)
101353,20235,생활방범,경상남도 진주시청,,128.113416,35.163498,2,200,2022-11-21,POINT (128.113416 35.163498)
101354,20236,생활방범,경상남도 진주시청,,128.131766,35.173774,2,200,2022-11-21,POINT (128.131766 35.173774)
101355,20237,생활방범,경상남도 진주시청,,128.131766,35.173774,2,200,2022-11-21,POINT (128.131766 35.173774)
101512,20394,생활방범,경상남도 진주시청,,128.138231,35.167378,5,200,2022-11-21,POINT (128.138231 35.167378)
101501,20383,생활방범,경상남도 진주시청,경상남도 진주시 사들로 70 (충무공동),128.149708,35.172952,4,200,2022-11-21,POINT (128.149708 35.172952)
101502,20384,생활방범,경상남도 진주시청,,128.150994,35.178869,3,200,2022-11-21,POINT (128.150994 35.178869)
101503,20385,생활방범,경상남도 진주시청,,128.144642,35.175184,5,200,2022-11-21,POINT (128.144642 35.175184)
101504,20386,생활방범,경상남도 진주시청,,128.138982,35.169881,4,200,2022-11-21,POINT (128.138982 35.169881)
101505,20387,생활방범,경상남도 진주시청,,128.139492,35.177959,4,200,2022-11-21,POINT (128.139492 35.177959)
101506,20388,생활방범,경상남도 진주시청,,128.151918,35.182836,4,200,2022-11-21,POINT (128.151918 35.182836)
101507,20389,생활방범,경상남도 진주시청,,128.150334,35.181823,4,200,2022-11-21,POINT (128.150334 35.181823)
101508,20390,생활방범,경상남도 진주시청,경상남도 진주시 사들로 167 (충무공동),128.149009,35.182432,4,200,2022-11-21,POINT (128.149009 35.182432)
101509,20391,생활방범,경상남도 진주시청,경상남도 진주시 사들로 173 (충무공동),128.148478,35.18306,3,200,2022-11-21,POINT (128.148478 35.18306)
101510,20392,생활방범,경상남도 진주시청,경상남도 진주시 대밭골로39번길 10 (충무공동),128.148294,35.184557,5,200,2022-11-21,POINT (128.148294 35.184557)
101511,20393,생활방범,경상남도 진주시청,,128.146925,35.184099,3,200,2022-11-21,POINT (128.146925 35.184099)
101513,20395,생활방범,경상남도 진주시청,,128.134846,35.166709,4,200,2022-11-21,POINT (128.134846 35.166709)
101514,20396,생활방범,경상남도 진주시청,,128.135366,35.173544,3,200,2022-11-21,POINT (128.135366 35.173544)
101515,20397,생활방범,경상남도 진주시청,,128.132939,35.174677,4,200,2022-11-21,POINT (128.132939 35.174677)
101516,20398,생활방범,경상남도 진주시청,경상남도 진주시 소호로 78 (충무공동),128.135856,35.175157,4,200,2022-11-21,POINT (128.135856 35.175157)
101517,20399,생활방범,경상남도 진주시청,,128.128692,35.167322,5,200,2022-11-21,POINT (128.128692 35.167322)
101518,20400,생활방범,경상남도 진주시청,경상남도 진주시 범골로37번길 24 (충무공동),128.129243,35.170243,5,200,2022-11-21,POINT (128.129243 35.170243)
101519,20401,차량방범,경상남도 진주시청,,128.103944,35.167266,2,200,2022-11-21,POINT (128.103944 35.167266)
101520,20402,생활방범,경상남도 진주시청,경상남도 진주시 호탄길21번길 18 (호탄동),128.114544,35.163286,5,200,2022-11-21,POINT (128.114544 35.163286)
101521,20403,생활방범,경상남도 진주시청,,128.106693,35.15219,3,200,2022-11-21,POINT (128.106693 35.15219)
101522,20404,생활방범,경상남도 진주시청,,128.10593,35.151258,3,200,2022-11-21,POINT (128.10593 35.151258)
101523,20405,생활방범,경상남도 진주시청,,128.108699,35.154531,3,200,2022-11-21,POINT (128.108699 35.154531)
101524,20406,생활방범,경상남도 진주시청,경상남도 진주시 창렬로48번길 9 (봉곡동),128.071114,35.193176,2,200,2022-11-21,POINT (128.071114 35.193176)
101525,20407,생활방범,경상남도 진주시청,경상남도 진주시 망진산길 25 (망경동),128.081582,35.179833,2,200,2022-11-21,POINT (128.081582 35.179833)
101526,20408,생활방범,경상남도 진주시청,경상남도 진주시 비봉로90번길 11-2 (상봉동),128.080392,35.198975,3,200,2022-11-21,POINT (128.080392 35.198975)
101527,20409,생활방범,경상남도 진주시청,경상남도 진주시 모덕로 224 (상대동),128.118272,35.188653,3,200,2022-11-21,POINT (128.118272 35.188653)
101528,20410,생활방범,경상남도 진주시청,경상남도 진주시 평거로 117 (신안동),128.069145,35.179854,4,200,2022-11-21,POINT (128.069145 35.179854)
101529,20411,생활방범,경상남도 진주시청,경상남도 진주시 하대로 19 (하대동),128.115379,35.194551,4,200,2022-11-21,POINT (128.115379 35.194551)
101530,20412,생활방범,경상남도 진주시청,경상남도 진주시 진주대로500번길 16 (가좌동),128.105858,35.150798,3,200,2022-11-21,POINT (128.105858 35.150798)
101531,20413,생활방범,경상남도 진주시청,"경상남도 진주시 서장대로178번길 17 (이현동, 진주덕산아파트)",128.059563,35.187466,3,200,2022-11-21,POINT (128.059563 35.187466)
101532,20414,생활방범,경상남도 진주시청,경상남도 진주시 상대로119번길 13 (하대동),128.124975,35.185754,5,200,2022-11-21,POINT (128.124975 35.185754)
101575,20457,생활방범,경상남도 진주시청,,128.151886,35.174513,3,200,2022-11-21,POINT (128.151886 35.174513)
101533,20415,생활방범,경상남도 진주시청,경상남도 진주시 남강로1413번길 16-5 (하대동),128.127094,35.187466,4,200,2022-11-21,POINT (128.127094 35.187466)
101534,20416,생활방범,경상남도 진주시청,경상남도 진주시 상대로 97 (하대동),128.122552,35.184547,5,200,2022-11-21,POINT (128.122552 35.184547)
101535,20417,생활방범,경상남도 진주시청,경상남도 진주시 새평거로 129 (평거동),128.062057,35.171149,4,200,2022-11-21,POINT (128.062057 35.171149)
101536,20418,생활방범,경상남도 진주시청,,128.10566,35.23645,2,200,2022-11-21,POINT (128.10566 35.23645)
101537,20419,차량방범,경상남도 진주시청,,128.10557,35.23502,2,200,2022-11-21,POINT (128.10557 35.23502)
101538,20420,차량방범,경상남도 진주시청,,128.14766,35.29726,2,200,2022-11-21,POINT (128.14766 35.29726)
101539,20421,차량방범,경상남도 진주시청,,127.93344,35.20808,1,200,2022-11-21,POINT (127.93344 35.20808)
101540,20422,차량방범,경상남도 진주시청,,127.93344,35.20808,2,200,2022-11-21,POINT (127.93344 35.20808)
101541,20423,차량방범,경상남도 진주시청,,127.92065,35.18186,3,200,2022-11-21,POINT (127.92065 35.18186)
101542,20424,차량방범,경상남도 진주시청,경상남도 진주시 창렬로188번길 4-2 (상봉동),128.07691,35.199836,2,200,2022-11-21,POINT (128.07691 35.199836)
101543,20425,차량방범,경상남도 진주시청,,128.084714,35.200912,3,200,2022-11-21,POINT (128.084714 35.200912)
101544,20426,차량방범,경상남도 진주시청,경상남도 진주시 의병로 217-1 (봉래동),128.082174,35.200949,4,200,2022-11-21,POINT (128.082174 35.200949)
101545,20427,차량방범,경상남도 진주시청,,128.090844,35.197674,2,200,2022-11-21,POINT (128.090844 35.197674)
101546,20428,차량방범,경상남도 진주시청,,128.089226,35.195862,2,200,2022-11-21,POINT (128.089226 35.195862)
101547,20429,차량방범,경상남도 진주시청,경상남도 진주시 진양호로570번길 4 (장대동),128.087846,35.19338,1,200,2022-11-21,POINT (128.087846 35.19338)
101548,20430,차량방범,경상남도 진주시청,,128.096392,35.186837,1,200,2022-11-21,POINT (128.096392 35.186837)
101549,20431,차량방범,경상남도 진주시청,,128.09373,35.189122,1,200,2022-11-21,POINT (128.09373 35.189122)
101550,20432,차량방범,경상남도 진주시청,경상남도 진주시 진양호로 488 (남성동),128.07903,35.191456,2,200,2022-11-21,POINT (128.07903 35.191456)
101551,20433,차량방범,경상남도 진주시청,,128.08242,35.195278,3,200,2022-11-21,POINT (128.08242 35.195278)
101552,20434,차량방범,경상남도 진주시청,경상남도 진주시 진주대로 1205-1 (봉곡동),128.071516,35.194281,4,200,2022-11-21,POINT (128.071516 35.194281)
101553,20435,차량방범,경상남도 진주시청,경상남도 진주시 진양호로 441 (인사동),128.074458,35.190126,4,200,2022-11-21,POINT (128.074458 35.190126)
101554,20436,차량방범,경상남도 진주시청,경상남도 진주시 진주대로 1118 (계동),128.080315,35.196753,3,200,2022-11-21,POINT (128.080315 35.196753)
101555,20437,차량방범,경상남도 진주시청,경상남도 진주시 진주성로24번길 7 (인사동),128.080315,35.196753,1,200,2022-11-21,POINT (128.080315 35.196753)
101556,20438,차량방범,경상남도 진주시청,경상남도 진주시 망경로 303 (강남동),128.086433,35.185795,2,200,2022-11-21,POINT (128.086433 35.185795)
101557,20439,차량방범,경상남도 진주시청,경상남도 진주시 강남로 149 (칠암동),128.096464,35.181887,2,200,2022-11-21,POINT (128.096464 35.181887)
101558,20440,차량방범,경상남도 진주시청,,128.088934,35.175066,2,200,2022-11-21,POINT (128.088934 35.175066)
101559,20441,차량방범,경상남도 진주시청,,128.078055,35.182119,2,200,2022-11-21,POINT (128.078055 35.182119)
101560,20442,차량방범,경상남도 진주시청,,128.087796,35.185603,2,200,2022-11-21,POINT (128.087796 35.185603)
101561,20443,차량방범,경상남도 진주시청,경상남도 진주시 망경로298번길 11 (강남동),128.086727,35.184902,2,200,2022-11-21,POINT (128.086727 35.184902)
101562,20444,차량방범,경상남도 진주시청,,128.078756,35.184384,2,200,2022-11-21,POINT (128.078756 35.184384)
101563,20445,차량방범,경상남도 진주시청,경상남도 진주시 강남로 313-1 (망경동),128.082736,35.187214,2,200,2022-11-21,POINT (128.082736 35.187214)
101564,20446,재난재해,경상남도 진주시청,,127.959387,35.16543,1,200,2022-11-21,POINT (127.959387 35.16543)
101565,20447,재난재해,경상남도 진주시청,,127.940417,35.165442,1,200,2022-11-21,POINT (127.940417 35.165442)
101566,20448,재난재해,경상남도 진주시청,,128.021785,35.276556,2,200,2022-11-21,POINT (128.021785 35.276556)
101567,20449,재난재해,경상남도 진주시청,,128.041934,35.220824,1,200,2022-11-21,POINT (128.041934 35.220824)
101568,20450,재난재해,경상남도 진주시청,,128.102825,35.233438,1,200,2022-11-21,POINT (128.102825 35.233438)
101569,20451,재난재해,경상남도 진주시청,,128.148245,35.235532,3,200,2022-11-21,POINT (128.148245 35.235532)
101570,20452,재난재해,경상남도 진주시청,,128.253228,35.194724,1,200,2022-11-21,POINT (128.253228 35.194724)
101571,20453,재난재해,경상남도 진주시청,,128.258229,35.182424,1,200,2022-11-21,POINT (128.258229 35.182424)
101572,20454,재난재해,경상남도 진주시청,,128.187382,35.122709,1,200,2022-11-21,POINT (128.187382 35.122709)
101573,20455,생활방범,경상남도 진주시청,,128.15361,35.173527,2,200,2022-11-21,POINT (128.15361 35.173527)
101574,20456,생활방범,경상남도 진주시청,,128.15361,35.173527,3,200,2022-11-21,POINT (128.15361 35.173527)
101576,20458,생활방범,경상남도 진주시청,,128.154813,35.176698,3,200,2022-11-21,POINT (128.154813 35.176698)
101577,20459,생활방범,경상남도 진주시청,,128.151652,35.176213,3,200,2022-11-21,POINT (128.151652 35.176213)
101578,20460,생활방범,경상남도 진주시청,,128.149983,35.174358,4,200,2022-11-21,POINT (128.149983 35.174358)
101579,20461,생활방범,경상남도 진주시청,,128.146871,35.174934,4,200,2022-11-21,POINT (128.146871 35.174934)
101580,20462,생활방범,경상남도 진주시청,,128.14523,35.17285,4,200,2022-11-21,POINT (128.14523 35.17285)
101581,20463,생활방범,경상남도 진주시청,경상남도 진주시 에나로128번길 14 (충무공동),128.142024,35.170151,3,200,2022-11-21,POINT (128.142024 35.170151)
101582,20464,생활방범,경상남도 진주시청,경상남도 진주시 에나로128번길 14 (충무공동),128.142559,35.172861,3,200,2022-11-21,POINT (128.142559 35.172861)
101583,20465,생활방범,경상남도 진주시청,경상남도 진주시 에나로128번길 14 (충무공동),128.142751,35.174887,4,200,2022-11-21,POINT (128.142751 35.174887)
101584,20466,생활방범,경상남도 진주시청,,128.1439,35.176672,3,200,2022-11-21,POINT (128.1439 35.176672)
101585,20467,생활방범,경상남도 진주시청,,128.142151,35.17857,3,200,2022-11-21,POINT (128.142151 35.17857)
101586,20468,생활방범,경상남도 진주시청,,128.140017,35.171163,3,200,2022-11-21,POINT (128.140017 35.171163)
101587,20469,생활방범,경상남도 진주시청,,128.140709,35.174425,3,200,2022-11-21,POINT (128.140709 35.174425)
101588,20470,생활방범,경상남도 진주시청,경상남도 진주시 영천강로68번길 22 (충무공동),128.140441,35.176649,3,200,2022-11-21,POINT (128.140441 35.176649)
101589,20471,재난재해,경상남도 진주시청,,128.070862,35.189073,1,200,2022-11-21,POINT (128.070862 35.189073)
101590,20472,재난재해,경상남도 진주시청,경상남도 진주시 도동천로 95 (상대동),128.110276,35.180274,1,200,2022-11-21,POINT (128.110276 35.180274)
101591,20473,교통정보수집,경상남도 진주시청,경상남도 진주시 진주대로 1042 (동성동),128.084565,35.192842,4,200,2022-11-21,POINT (128.084565 35.192842)
101592,20474,교통정보수집,경상남도 진주시청,,128.086558,35.187849,4,200,2022-11-21,POINT (128.086558 35.187849)
101593,20475,교통정보수집,경상남도 진주시청,경상남도 진주시 진주대로 990 (칠암동),128.086558,35.187849,3,200,2022-11-21,POINT (128.086558 35.187849)
101594,20476,교통정보수집,경상남도 진주시청,경상남도 진주시 진주대로 966 (강남동),128.087344,35.186355,4,200,2022-11-21,POINT (128.087344 35.186355)
101595,20477,교통정보수집,경상남도 진주시청,,128.089416,35.182,4,200,2022-11-21,POINT (128.089416 35.182)
101596,20478,교통정보수집,경상남도 진주시청,,128.091443,35.178506,4,200,2022-11-21,POINT (128.091443 35.178506)
101597,20479,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 347 (상대동),128.129265,35.180414,3,200,2022-11-21,POINT (128.129265 35.180414)
101598,20480,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 289 (상대동),128.122404,35.180145,4,200,2022-11-21,POINT (128.122404 35.180145)
101599,20481,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 246 (상대동),128.117338,35.180368,4,200,2022-11-21,POINT (128.117338 35.180368)
101600,20482,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 193 (상대동),128.111947,35.17973,4,200,2022-11-21,POINT (128.111947 35.17973)
101601,20483,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 175 (상대동),128.110336,35.179761,4,200,2022-11-21,POINT (128.110336 35.179761)
101602,20484,교통정보수집,경상남도 진주시청,경상남도 진주시 동진로 146 (상대동),128.107185,35.179636,4,200,2022-11-21,POINT (128.107185 35.179636)
101603,20485,교통정보수집,경상남도 진주시청,,128.100966,35.179478,5,200,2022-11-21,POINT (128.100966 35.179478)
101604,20486,생활방범,경상남도 진주시청,경상남도 진주시 진주대로568번길 6 (가좌동),128.107856,35.157386,3,200,2022-11-21,POINT (128.107856 35.157386)
101605,20487,교통정보수집,경상남도 진주시청,"경상남도 진주시 에나로 100 (충무공동, 휴앤인엘리시움)",128.13881,35.177493,4,200,2022-11-21,POINT (128.13881 35.177493)
101606,20488,교통정보수집,경상남도 진주시청,,128.129827,35.16654,3,200,2022-11-21,POINT (128.129827 35.16654)
101607,20489,생활방범,경상남도 진주시청,,128.147207,35.18069,1,200,2022-11-21,POINT (128.147207 35.18069)
101608,20490,생활방범,경상남도 진주시청,,128.147152,35.180974,1,200,2022-11-21,POINT (128.147152 35.180974)
101752,20634,차량방범,경상남도 진주시청,경상남도 진주시 신평공원길 53-1 (평거동),128.068402,35.173287,3,200,2022-11-21,POINT (128.068402 35.173287)
101753,20635,차량방범,경상남도 진주시청,경상남도 진주시 남강로 5 (평거동),128.052954,35.168431,3,200,2022-11-21,POINT (128.052954 35.168431)
101754,20636,생활방범,경상남도 진주시청,,128.115157,35.202513,5,200,2022-11-21,POINT (128.115157 35.202513)
101755,20637,차량방범,경상남도 진주시청,경상남도 진주시 진산로 356 (장재동),128.100958,35.217328,3,200,2022-11-21,POINT (128.100958 35.217328)
101756,20638,생활방범,경상남도 진주시청,경상남도 진주시 망경남길36번길 8 (망경동),128.085124,35.18131,5,200,2022-11-21,POINT (128.085124 35.18131)
101757,20639,생활방범,경상남도 진주시청,경상남도 진주시 진주대로930번길 17-1 (칠암동),128.090738,35.183957,4,200,2022-11-21,POINT (128.090738 35.183957)
101758,20640,차량방범,경상남도 진주시청,경상남도 진주시 집현면 신당길 7,128.101199,35.227669,3,200,2022-11-21,POINT (128.101199 35.227669)
101759,20641,차량방범,경상남도 진주시청,,128.105895,35.153079,6,200,2022-11-21,POINT (128.105895 35.153079)
101760,20642,차량방범,경상남도 진주시청,경상남도 진주시 진성면 동부로1335번길 36,128.222074,35.186996,5,200,2022-11-21,POINT (128.222074 35.186996)
101761,20643,생활방범,경상남도 진주시청,,128.221886,35.194513,4,200,2022-11-21,POINT (128.221886 35.194513)
101762,20644,생활방범,경상남도 진주시청,,128.277143,35.226333,2,200,2022-11-21,POINT (128.277143 35.226333)
101763,20645,생활방범,경상남도 진주시청,경상남도 진주시 진주대로 1100 (평안동),128.082731,35.197343,4,200,2022-11-21,POINT (128.082731 35.197343)
101764,20646,차량방범,경상남도 진주시청,경상남도 진주시 정촌면 정촌로311번길 17,128.123443,35.121855,2,200,2022-11-21,POINT (128.123443 35.121855)
101765,20647,차량방범,경상남도 진주시청,,128.276715,35.171104,4,200,2022-11-21,POINT (128.276715 35.171104)
101766,20648,생활방범,경상남도 진주시청,,128.2877,35.159408,2,200,2022-11-21,POINT (128.2877 35.159408)
101767,20649,차량방범,경상남도 진주시청,,128.276715,35.171104,5,200,2022-11-21,POINT (128.276715 35.171104)
101768,20650,차량방범,경상남도 진주시청,경상남도 진주시 이반성면 용암길 1,128.326323,35.168146,2,200,2022-11-21,POINT (128.326323 35.168146)
101769,20651,생활방범,경상남도 진주시청,경상남도 진주시 촉석로 143 (봉곡동),128.077963,35.193973,2,200,2022-11-21,POINT (128.077963 35.193973)
101770,20652,생활방범,경상남도 진주시청,경상남도 진주시 천수로237번길 4 (망경동),128.079425,35.183765,2,200,2022-11-21,POINT (128.079425 35.183765)
101771,20653,생활방범,경상남도 진주시청,경상남도 진주시 돗골로162번길 7 (상대동),128.112814,35.182698,2,200,2022-11-21,POINT (128.112814 35.182698)
101772,20654,생활방범,경상남도 진주시청,,128.148497,35.184973,2,200,2022-11-21,POINT (128.148497 35.184973)
101773,20655,생활방범,경상남도 진주시청,경상남도 진주시 초북로20번길 28 (초전동),128.112079,35.212991,3,200,2022-11-21,POINT (128.112079 35.212991)
101774,20656,생활방범,경상남도 진주시청,경상남도 진주시 초전북로61번길 29 (초전동),128.113398,35.211306,3,200,2022-11-21,POINT (128.113398 35.211306)
101775,20657,생활방범,경상남도 진주시청,경상남도 진주시 창렬로29번길 6-1 (인사동),128.070994,35.191443,3,200,2022-11-21,POINT (128.070994 35.191443)
101776,20658,생활방범,경상남도 진주시청,경상남도 진주시 이현두곡길 32 (이현동),128.053882,35.194148,2,200,2022-11-21,POINT (128.053882 35.194148)
101777,20659,생활방범,경상남도 진주시청,경상남도 진주시 진양호로293번길 16-23 (신안동),128.062753,35.178745,2,200,2022-11-21,POINT (128.062753 35.178745)
101778,20660,차량방범,경상남도 진주시청,,128.051637,35.202125,1,200,2022-11-21,POINT (128.051637 35.202125)
101779,20661,생활방범,경상남도 진주시청,경상남도 진주시 정촌면 삼일로105번길 32-9,128.100124,35.131924,2,200,2022-11-21,POINT (128.100124 35.131924)
101780,20662,차량방범,경상남도 진주시청,,128.318955,35.169608,3,200,2022-11-21,POINT (128.318955 35.169608)
101781,20663,생활방범,경상남도 진주시청,,128.223469,35.247505,2,200,2022-11-21,POINT (128.223469 35.247505)
101782,20664,생활방범,경상남도 진주시청,경상남도 진주시 진성면 동부로 1273,128.223469,35.17926,3,200,2022-11-21,POINT (128.223469 35.17926)
101783,20665,생활방범,경상남도 진주시청,,128.133283,35.271386,2,200,2022-11-21,POINT (128.133283 35.271386)
101784,20666,생활방범,경상남도 진주시청,경상남도 진주시 북장대로11번길 9 (인사동),128.07409,35.191147,4,200,2022-11-21,POINT (128.07409 35.191147)
101785,20667,생활방범,경상남도 진주시청,경상남도 진주시 도동로202번길 16 (하대동),128.123923,35.188441,2,200,2022-11-21,POINT (128.123923 35.188441)
101786,20668,재난재해,경상남도 진주시청,,128.190469,35.098584,1,200,2022-11-21,POINT (128.190469 35.098584)
101787,20669,생활방범,경상남도 진주시청,,128.04929,35.205596,1,200,2022-11-21,POINT (128.04929 35.205596)
101788,20670,생활방범,경상남도 진주시청,,128.05481,35.163047,1,200,2022-11-21,POINT (128.05481 35.163047)
101789,20671,생활방범,경상남도 진주시청,,128.049008,35.160163,2,200,2022-11-21,POINT (128.049008 35.160163)
101790,20672,생활방범,경상남도 진주시청,경상남도 진주시 동진로 155 (상대동),128.10948,35.17973,2,200,2022-11-21,POINT (128.10948 35.17973)
101791,20673,생활방범,경상남도 진주시청,경상남도 진주시 문산읍 문산로 666,128.211425,35.145869,3,200,2022-11-21,POINT (128.211425 35.145869)
101792,20674,생활방범,경상남도 진주시청,,128.039391,35.1621,1,200,2022-11-21,POINT (128.039391 35.1621)
101793,20675,생활방범,경상남도 진주시청,,128.166276,35.167548,2,200,2022-11-21,POINT (128.166276 35.167548)
101794,20676,교통단속,경상남도 진주시청,,128.1141,35.151305,5,200,2022-11-21,POINT (128.1141 35.151305)
101795,20677,생활방범,경상남도 진주시청,,128.1584,35.21321,2,200,2022-11-21,POINT (128.1584 35.21321)
101796,20678,생활방범,경상남도 진주시청,,128.15688,35.21354,2,200,2022-11-21,POINT (128.15688 35.21354)
101797,20679,생활방범,경상남도 진주시청,,128.15551,35.2137,2,200,2022-11-21,POINT (128.15551 35.2137)
101798,20680,생활방범,경상남도 진주시청,,128.15561,35.21388,2,200,2022-11-21,POINT (128.15561 35.21388)
101799,20681,생활방범,경상남도 진주시청,경상남도 진주시 남강로 1655 (초전동),128.12729,35.20496,3,200,2022-11-21,POINT (128.12729 35.20496)
101800,20682,생활방범,경상남도 진주시청,경상남도 진주시 남강로 1587-19 (초전동),128.12865,35.18997,3,200,2022-11-21,POINT (128.12865 35.18997)
101801,20683,생활방범,경상남도 진주시청,,128.12808,35.19585,2,200,2022-11-21,POINT (128.12808 35.19585)
101802,20684,생활방범,경상남도 진주시청,,128.13017,35.17838,2,200,2022-11-21,POINT (128.13017 35.17838)
101803,20685,생활방범,경상남도 진주시청,,128.12865,35.18997,3,200,2022-11-21,POINT (128.12865 35.18997)
101804,20686,생활방범,경상남도 진주시청,,128.1289,35.18616,3,200,2022-11-21,POINT (128.1289 35.18616)
101805,20687,생활방범,경상남도 진주시청,,128.18897,35.09057,1,200,2022-11-21,POINT (128.18897 35.09057)
101806,20688,교통단속,경상남도 진주시청,,128.11819,35.155371,3,200,2022-11-21,POINT (128.11819 35.155371)
101807,20689,생활방범,경상남도 진주시청,,128.14491,35.18348,1,200,2022-11-21,POINT (128.14491 35.18348)
101808,20690,생활방범,경상남도 진주시청,,128.14499,35.18242,2,200,2022-11-21,POINT (128.14499 35.18242)
101809,20691,생활방범,경상남도 진주시청,,128.14499,35.18242,2,200,2022-11-21,POINT (128.14499 35.18242)
101810,20692,생활방범,경상남도 진주시청,,128.14499,35.18242,1,200,2022-11-21,POINT (128.14499 35.18242)
101811,20693,생활방범,경상남도 진주시청,,128.1459,35.18229,2,200,2022-11-21,POINT (128.1459 35.18229)
101812,20694,생활방범,경상남도 진주시청,,128.14598,35.18255,1,200,2022-11-21,POINT (128.14598 35.18255)
101813,20695,생활방범,경상남도 진주시청,,128.14606,35.18315,2,200,2022-11-21,POINT (128.14606 35.18315)
101814,20696,생활방범,경상남도 진주시청,,128.14612,35.1835,1,200,2022-11-21,POINT (128.14612 35.1835)
101815,20697,생활방범,경상남도 진주시청,,128.1455,35.18366,1,200,2022-11-21,POINT (128.1455 35.18366)
101816,20698,생활방범,경상남도 진주시청,경상남도 진주시 남강로 58 (평거동),128.03964,35.163591,3,200,2022-11-21,POINT (128.03964 35.163591)
101817,20699,교통단속,경상남도 진주시청,,128.114741,35.150067,1,200,2022-11-21,POINT (128.114741 35.150067)
101818,20700,교통단속,경상남도 진주시청,경상남도 진주시 진주역로 116 (가좌동),128.115537,35.151997,4,200,2022-11-21,POINT (128.115537 35.151997)
101819,20701,생활방범,경상남도 진주시청,,128.13222,35.16907,4,200,2022-11-21,POINT (128.13222 35.16907)
101820,20702,차량방범,경상남도 진주시청,,128.04419,35.26741,1,200,2022-11-21,POINT (128.04419 35.26741)
101821,20703,차량방범,경상남도 진주시청,,128.04419,35.26741,2,200,2022-11-21,POINT (128.04419 35.26741)
101822,20704,차량방범,경상남도 진주시청,,127.98629,35.24052,2,200,2022-11-21,POINT (127.98629 35.24052)
101823,20705,차량방범,경상남도 진주시청,,127.968408,35.188022,2,200,2022-11-21,POINT (127.968408 35.188022)
101824,20706,차량방범,경상남도 진주시청,,128.0326,35.1484,2,200,2022-11-21,POINT (128.0326 35.1484)
101825,20707,생활방범,경상남도 진주시청,,128.148094,35.178206,1,200,2022-11-21,POINT (128.148094 35.178206)
101826,20708,생활방범,경상남도 진주시청,,128.148471,35.178084,1,200,2022-11-21,POINT (128.148471 35.178084)
101827,20709,생활방범,경상남도 진주시청,,128.149204,35.175798,1,200,2022-11-21,POINT (128.149204 35.175798)
101828,20710,생활방범,경상남도 진주시청,,128.148532,35.172648,1,200,2022-11-21,POINT (128.148532 35.172648)
101829,20711,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 산업로 124,128.10766,35.125267,2,200,2022-11-21,POINT (128.10766 35.125267)
101830,20712,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 산업로 80,128.106945,35.123133,6,200,2022-11-21,POINT (128.106945 35.123133)
101831,20713,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 산업로 58,128.103528,35.119605,2,200,2022-11-21,POINT (128.103528 35.119605)
101832,20714,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 연꽃로 97,128.102199,35.117558,2,200,2022-11-21,POINT (128.102199 35.117558)
101833,20715,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 연꽃로145번길 41,128.103349,35.116944,2,200,2022-11-21,POINT (128.103349 35.116944)
101834,20716,시설물관리,경상남도 진주시청,경상남도 진주시 정촌면 산단중앙로 20,128.100202,35.119276,2,200,2022-11-21,POINT (128.100202 35.119276)
101835,20717,교통정보수집,경상남도 진주시청,,128.140423,35.18105,2,200,2022-11-21,POINT (128.140423 35.18105)
101836,20718,교통정보수집,경상남도 진주시청,,128.111635,35.125326,4,200,2022-11-21,POINT (128.111635 35.125326)
101837,20719,교통정보수집,경상남도 진주시청,,128.054661,35.163352,3,200,2022-11-21,POINT (128.054661 35.163352)
101838,20720,교통정보수집,경상남도 진주시청,,128.05537,35.16357,3,200,2022-11-21,POINT (128.05537 35.16357)
